class_number,cluster_rep_sequence_accession,family_label_ncbi_2021,families_in_class_2021,family_label_ncbi_2023,sequences_per_class,sequences_percent,max_length,mean_length,std_length,kmers_per_class,kmers_percent,protein_description,protein_function_class,host,molecule_type,genus
123,QSJ02954.1,Coronaviridae,Coronaviridae,Coronaviridae,886,0.08620798698512376,1383.0,894.55,539.15,28721,0.15,spike glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus
124,AGO86045.1,Iflaviridae,Iflaviridae-Dicistroviridae,Iflaviridae,878,0.08542958529677051,2895.0,382.24,649.13,8364,0.044,polyprotein,Polyprotein,Apis mellifera,ssRNA(+),Iflavirus
125,AJE30400.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,853,0.08299708002066657,510.0,412.11,150.98,6638,0.035,phosphoprotein,Other-Functions,Homo sapiens,ssRNA(-),Morbillivirus
126,QIM73742.1,Arenaviridae,Arenaviridae,Arenaviridae,817,0.07949427242307688,2290.0,1871.97,751.0,64891,0.339,polymerase,Replication-Transcription,Homo sapiens,ssRNA(+/-),Mammarenavirus
127,QCC62316.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,816,0.07939697221203272,426.0,261.49,118.88,1851,0.01,latent membrane protein 1,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus
128,QKN88761.1,Parvoviridae,Parvoviridae,Parvoviridae,815,0.07929967200098857,747.0,543.81,238.93,12194,0.064,capsid protein,Structural-Envelope,Homo sapiens,ssDNA(+/-),Dependoparvovirus
129,AMB66138.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,812,0.0790077713678561,1324.0,1009.62,383.66,30000,0.157,DNA polymerase,Replication-Transcription,Homo sapiens,dsDNA,Simplexvirus
130,NP_042860.2,Closteroviridae,Closteroviridae,Closteroviridae,810,0.07881317094576779,3582.0,532.62,904.18,13488,0.07,polyprotein,Polyprotein,Citrus x paradisi,ssRNA(+),Closterovirus
131,QBK47249.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,805,0.078326669890547,400.0,355.44,43.17,3087,0.016,matrix protein,Structural-Envelope,Gallus gallus,ssRNA(-),Orthoavulavirus
132,QRN45811.1,Reoviridae,Reoviridae,Sedoreoviridae,797,0.07754826820219372,964.0,824.63,272.4,21741,0.114,VP2,Structural-Envelope,Ovis aries,dsRNA,Orbivirus
133,AST08162.1,Hepeviridae,Hepeviridae,Hepeviridae,783,0.07618606524757553,1722.0,1293.26,675.82,40732,0.213,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Paslahepevirus
134,AVO64743.1,Reoviridae,Reoviridae,Sedoreoviridae,771,0.07501846271504563,654.0,624.62,79.33,13183,0.069,VP4-capping,Structural-Envelope,Bos taurus,dsRNA,Orbivirus
135,QBL55999.1,Astroviridae,Astroviridae,Astroviridae,755,0.0734616593383391,843.0,365.59,302.15,6240,0.033,capsid protein,Structural-Envelope,Homo sapiens,ssRNA(+),Mamastrovirus
136,YP_009361877.1,Parvoviridae,Parvoviridae,Parvoviridae,754,0.07336435912729496,641.0,265.06,219.97,3374,0.018,nonstructural protein 1,Non-structural,Neovison vison,ssDNA(+/-),Amdoparvovirus
137,Q65030.1,Secoviridae,Secoviridae,Secoviridae,753,0.0732670589162508,1131.0,547.61,324.63,10558,0.055,coat protein,Polyprotein,Vitis vinifera,ssRNA(+),Nepovirus
138,YP_009329838.1,Polyomaviridae,Polyomaviridae,Polyomaviridae,753,0.0732670589162508,499.0,262.85,113.95,1534,0.008,VP1,Structural-Envelope,Homo sapiens,dsDNA,Betapolyomavirus
139,NP_049560.1,Retroviridae,Retroviridae,Retroviridae,747,0.07268325764998584,1217.0,311.65,143.19,2799,0.015,envelope glycoprotein,Replication-Transcription,Homo sapiens,ssRNA-RT,Deltaretrovirus
140,YP_009094449.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,740,0.07200215617267673,576.0,495.32,139.41,8179,0.043,hemagglutinin-neuraminidase,Hemagglutinin,Homo sapiens,ssRNA(-),Respirovirus
141,NP_813799.1,Closteroviridae,Closteroviridae,Closteroviridae,738,0.07180755575058842,549.0,265.18,153.04,2169,0.011,heat shock protein 70-like protein,Other-Functions,Vitis vinifera,ssRNA(+),Ampelovirus
142,AGN54067.1,Tombusviridae,Tombusviridae-Solemoviridae-Luteoviridae,Tombusviridae,737,0.07171025553954427,673.0,319.19,202.5,3669,0.019,coat protein,Other-Functions,Triticum aestivum,ssRNA(+),Luteovirus
143,QLA47022.1,Peribunyaviridae,Peribunyaviridae-Hantaviridae,Peribunyaviridae,735,0.07151565511745596,2296.0,1789.44,845.57,56036,0.293,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Orthobunyavirus
144,QIS60240.1,Geminiviridae,Geminiviridae,Geminiviridae,730,0.07102915406223516,299.0,256.05,14.58,720,0.004,nuclear shuttle protein,Other-Functions,Solanum lycopersicum,ssDNA(+/-),Begomovirus
145,YP_009507713.1,Reoviridae,Reoviridae,Sedoreoviridae,722,0.0702507523738819,981.0,813.66,226.01,19446,0.102,VP3,Other-Functions,Bos taurus,dsRNA,Orbivirus
146,NP_987087.2,Astroviridae,Astroviridae,Astroviridae,711,0.06918045005239616,1638.0,388.73,386.83,6421,0.034,polymerase,Replication-Transcription,Gallus gallus,ssRNA(+),Avastrovirus
147,BBA66889.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,700,0.06811014773091043,615.0,534.85,126.04,9136,0.048,hemagglutinin-neuraminidase,Hemagglutinin,Homo sapiens,ssRNA(-),Orthorubulavirus
148,AGC97158.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,695,0.06762364667568964,570.0,463.58,95.84,6378,0.033,nucleoprotein,Structural-Envelope,Gallus gallus,ssRNA(-),Orthoavulavirus
149,AGM61335.1,Retroviridae,Retroviridae,Retroviridae,692,0.06733174604255716,649.0,380.34,48.04,2997,0.016,gag protein,Structural-Envelope,Macaca mulatta,ssRNA-RT,Spumavirus
150,AZS32960.1,Caliciviridae,Caliciviridae,Caliciviridae,692,0.06733174604255716,279.0,253.22,16.76,653,0.003,VP2 structural,Structural-Envelope,Homo sapiens,ssRNA(+),Norovirus
151,YP_003084394.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,690,0.06713714562046885,1000.0,736.56,300.12,16626,0.087,glycoprotein B,Other-Functions,Homo sapiens,dsDNA,Varicellovirus
152,AHF71065.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,673,0.06548304203271817,1080.0,935.37,313.72,22151,0.116,membrane glycoprotein polyprotein,Structural-Envelope,Homo sapiens,ssRNA(+/-),Bandavirus
153,NP_690583.1,Filoviridae,Filoviridae,Filoviridae,673,0.06548304203271817,677.0,538.19,188.98,8252,0.043,virion spike glycoprotein precursor,Structural-Envelope,Homo sapiens,ssRNA(-),Orthoebolavirus
154,Q67726.1,Astroviridae,Astroviridae,Astroviridae,667,0.06489924076645323,1436.0,369.64,340.87,5593,0.029,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(+),Mamastrovirus
155,QKO01647.1,Matonaviridae,Matonaviridae,Matonaviridae,663,0.06451003992227658,1098.0,448.05,300.07,6411,0.033,structural polyprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Rubivirus
156,AAV48581.1,Filoviridae,Filoviridae,Filoviridae,648,0.06305053675661423,2213.0,2163.4,297.89,58763,0.307,polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Orthoebolavirus
157,AIF74221.1,Parvoviridae,Parvoviridae,Parvoviridae,648,0.06305053675661423,748.0,492.71,218.03,7852,0.041,VP2 capsid,Structural-Envelope,Neovison vison,ssDNA(+/-),Amdoparvovirus
158,YP_009552475.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,647,0.06295323654557007,1034.0,421.32,300.69,6194,0.032,glycoprotein B,Glycoprotein,Equus caballus,dsDNA,Percavirus
159,YP_010086571.1,Parvoviridae,Parvoviridae,Parvoviridae,632,0.0614937333799077,843.0,395.73,279.69,5742,0.03,VP1-capsid,Structural-Envelope,Homo sapiens,ssDNA(+/-),Erythroparvovirus
160,QTE03611.1,Genomoviridae,Genomoviridae-Circoviridae,Genomoviridae,744,0.07239135701685337,401.0,306.85,45.71,1151,0.006,replication-associated protein,Replication-Transcription,Pteropus tonganus,ssDNA,Gemycircularvirus
161,CAN89112.1,Reoviridae,Reoviridae,Sedoreoviridae,630,0.061299132957819386,362.0,329.43,15.64,1279,0.007,VP6,Structural-Envelope,Ovis aries,dsRNA,Orbivirus
162,YP_031678.1,Retroviridae,Retroviridae,Retroviridae,629,0.06120183274677524,1125.0,456.81,136.6,5534,0.029,envelope protein,Structural-Envelope,Gallus gallus,ssRNA-RT,Alpharetrovirus
163,BAA00921.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,629,0.06120183274677524,615.0,511.55,113.3,7043,0.037,phosphoprotein,Other-Functions,Homo sapiens,ssRNA(-),Respirovirus
164,ALE20411.1,Reoviridae,Reoviridae,Sedoreoviridae,625,0.06081263190259859,337.0,322.44,38.19,1125,0.006,capsid glycoprotein VP7,Structural-Envelope,Sus scrofa,dsRNA,Rotavirus
165,NP_056907.1,Retroviridae,Retroviridae,Retroviridae,624,0.06071533169155444,1468.0,688.89,419.1,13292,0.069,gag protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Deltaretrovirus
166,NP_044335.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,623,0.06061803148051028,2105.0,408.66,580.94,6120,0.032,coat protein,Polyprotein,Malus domestica,ssRNA(+),Capillovirus
167,AAB19495.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,621,0.06042343105842196,943.0,491.35,93.04,6252,0.033,fusion protein,Structural-Envelope,Homo sapiens,ssRNA(-),Orthorubulavirus
168,QKU35692.1,Mimiviridae,Mimiviridae-Marseilleviridae,Mimiviridae,619,0.06022883063633365,755.0,353.0,128.36,2889,0.015,putative ankyrin repeat protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
169,6BK6_A,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,613,0.0596450293700687,367.0,324.56,57.03,1366,0.007,matrix protein,Structural-Envelope,Homo sapiens,ssRNA(-),Morbillivirus
170,QGU18502.1,Reoviridae,Reoviridae,Sedoreoviridae,599,0.058282826415450496,563.0,514.88,61.88,6941,0.036,VP5-outer capsid,Structural-Envelope,Ovis aries,dsRNA,Orbivirus
171,AGU09694.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,597,0.058088225993362184,2188.0,971.13,828.83,21368,0.112,replicase,Replication-Transcription,Vitis vinifera,ssRNA(+),Foveavirus
172,NP_777385.2,Retroviridae,Retroviridae,Retroviridae,596,0.05799092578231802,515.0,281.55,156.94,2012,0.011,envelope glycoprotein,Structural-Envelope,Bos taurus,ssRNA-RT,Deltaretrovirus
173,NP_116409.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,594,0.0577963253602297,944.0,551.15,344.97,9457,0.049,glycoprotein B,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
174,YP_009179299.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,588,0.05721252409396476,1084.0,598.52,389.85,10580,0.055,DNA polymerase,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus
175,AGO32039.1,Reoviridae,Reoviridae,Spinareoviridae,587,0.0571152238829206,339.0,300.26,39.97,732,0.004,sigma C,Cellular-Regulation,Gallus gallus,dsRNA,Orthoreovirus
176,AOR17474.1,Picornaviridae,Picornaviridae-Coronaviridae,Picornaviridae,574,0.05585032113934655,2188.0,275.03,151.64,730,0.004,VP1,Structural-Envelope,Homo sapiens,ssRNA(+),Enterovirus
177,AAV48848.3,Birnaviridae,Birnaviridae,Birnaviridae,570,0.05546112029516992,980.0,521.05,302.19,7412,0.039,polyprotein,Polyprotein,Oncorhynchus mykiss,dsRNA,Aquabirnavirus
178,CAX33878.1,Birnaviridae,Birnaviridae,Birnaviridae,565,0.05497461923994913,1045.0,540.33,320.74,8305,0.043,VP1- RNA-dependent RNA polymerase,Replication-Transcription,Gallus gallus,dsRNA,Avibirnavirus
179,0711245A,Retroviridae,Retroviridae,Retroviridae,553,0.053807016707419233,2514.0,693.97,514.32,12125,0.063,gag-pol polyprotein gPr80,Structural-Envelope,Mus musculus,ssRNA-RT,Gammaretrovirus
180,APC23164.1,Parvoviridae,Parvoviridae,Parvoviridae,549,0.0534178158632426,693.0,340.3,240.96,3585,0.019,non-structural protein NS1,Non-structural,Homo sapiens,ssDNA(+/-),Erythroparvovirus
181,ACO92353.1,Picornaviridae,Picornaviridae,Picornaviridae,547,0.05322321544115429,2322.0,791.65,896.32,15272,0.08,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Cardiovirus
182,QHW16755.1,Poxviridae,Poxviridae,Poxviridae,542,0.05273671438593351,408.0,300.19,90.05,1259,0.007,major envelope protein,Structural-Envelope,Capra hircus,dsDNA,Parapoxvirus
183,QUP51759.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,538,0.05234751354175687,467.0,282.77,56.46,637,0.003,coat protein,Structural-Envelope,Solanum tuberosum,ssRNA(+),Carlavirus
184,CAR56929.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,532,0.051763712275491924,420.0,356.5,77.1,2213,0.012,hemagglutinin esterase,Hemagglutinin,Salmo salar,ssRNA(-),Isavirus
185,QQM99855.1,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,528,0.051374511431315294,594.0,352.67,164.91,2978,0.016,RNA-dependent RNA polymerase,Replication-Transcription,Macaca mulatta,dsRNA,Picobirnavirus
186,YP_004895090.1,Mimiviridae,Mimiviridae,Mimiviridae,626,0.060909932113642755,729.0,398.2,171.13,4834,0.025,putative F-box and FNIP repeat-containing protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
187,AJT39532.1,Parvoviridae,Parvoviridae,Parvoviridae,506,0.04923390678834382,1037.0,691.17,326.52,10767,0.056,structural protein,Structural-Envelope,Sus scrofa,ssDNA(+/-),Tetraparvovirus
188,AZQ00683.1,Potyviridae,Potyviridae,Potyviridae,503,0.048942006155211354,2628.0,765.66,851.74,12567,0.066,polyprotein,Polyprotein,Triticum aestivum,ssRNA(+),Bymovirus
189,AGC36402.1,Picornaviridae,Picornaviridae,Picornaviridae,498,0.04845550509999057,2446.0,530.05,747.18,7845,0.041,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Kobuvirus
190,QUS52949.1,Adenoviridae,Adenoviridae,Adenoviridae,497,0.048358204888946404,709.0,433.24,126.24,3970,0.021,penton base,Structural-Envelope,Homo sapiens,dsDNA,Mastadenovirus
191,5FSG_A,Hantaviridae,Hantaviridae-Paramyxoviridae-Retroviridae-Flaviviridae,Hantaviridae,490,0.0476771034116373,430.0,318.53,140.03,2131,0.011,nucleocapsid protein,Structural-Envelope,Rattus norvegicus,ssRNA(-),Orthohantavirus
192,NP_056886.1,Retroviridae,Retroviridae,Retroviridae,489,0.04757980320059314,1603.0,725.65,266.49,11259,0.059,gag protein,Structural-Envelope,Gallus gallus,ssRNA-RT,Alpharetrovirus
193,QRG45927.1,Nairoviridae,Nairoviridae,Nairoviridae,488,0.04748250298954899,1700.0,887.35,759.93,16285,0.085,glycoprotein precursor,Glycoprotein,Homo sapiens,ssRNA(-),Orthonairovirus
194,YP_009508797.1,Parvoviridae,Parvoviridae,Parvoviridae,486,0.04728790256746067,891.0,485.2,256.14,5547,0.029,NS1,Non-structural,Sus scrofa,ssDNA(+/-),Bocaparvovirus
195,AKI18383.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,476,0.04631490045701909,876.0,823.41,54.54,12740,0.067,tegument protein TRS1,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
196,AGB67759.1,Picornaviridae,Picornaviridae,Picornaviridae,469,0.04563379897970999,2238.0,765.64,825.86,12406,0.065,polyprotein,Polyprotein,Sus scrofa,ssRNA(+),Teschovirus
197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,462,0.04495269750240088,3416.0,1024.45,1234.58,17648,0.092,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus
198,AKZ66476.1,Coronaviridae,Coronaviridae,Coronaviridae,458,0.04456349665822425,1481.0,459.03,514.21,6100,0.032,spike protein,Structural-Envelope,Felis catus,ssRNA(+),Alphacoronavirus
199,YP_006468898.1,Tospoviridae,Tospoviridae-Peribunyaviridae,Tospoviridae,456,0.044368896236135935,2932.0,1497.06,1300.69,28034,0.146,RNA-dependent RNA polymerase,Replication-Transcription,Arachis hypogaea,ssRNA(+/-),Orthotospovirus
200,7M5E_A,Coronaviridae,Coronaviridae,Coronaviridae,454,0.04417429581404762,1359.0,1093.45,474.83,18799,0.098,Spike protein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus
201,YP_009552729.1,Polyomaviridae,Polyomaviridae,Polyomaviridae,454,0.04417429581404762,359.0,285.16,62.51,645,0.003,VP2-capsid,Structural-Envelope,Homo sapiens,dsDNA,Betapolyomavirus
202,ADJ18278.1,Anelloviridae,Anelloviridae,Anelloviridae,452,0.043979695391959304,455.0,396.89,98.42,2827,0.015,VP1-capsid,Structural-Envelope,Gallus gallus,ssDNA(-),Gyrovirus
203,QQP29627.1,Flaviviridae,Flaviviridae,Flaviviridae,823,0.08007807368934183,3387.0,500.47,368.03,9149,0.048,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Orthoflavivirus
204,AET72462.1,Picornaviridae,Picornaviridae-Coronaviridae,Picornaviridae,446,0.04339589412569436,2159.0,593.71,792.12,9017,0.047,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Enterovirus
205,NP_598314.1,Coronaviridae,Coronaviridae,Coronaviridae,444,0.04320129370360604,441.0,431.03,35.02,3325,0.017,nucleocapsid protein,Structural-Envelope,Sus scrofa,ssRNA(+),Alphacoronavirus
206,YP_009345901.1,Picornaviridae,Picornaviridae,Picornaviridae,430,0.04183909074898784,2480.0,857.36,950.43,13496,0.07,polyprotein,Polyprotein,Sus scrofa,ssRNA(+),Sapelovirus
207,AGX86088.1,Reoviridae,Reoviridae,Sedoreoviridae,430,0.04183909074898784,378.0,352.1,24.96,1287,0.007,NS2,Non-structural,Ovis aries,dsRNA,Orbivirus
208,ARU09832.1,Solemoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Solemoviridae,429,0.04174179053794368,696.0,369.91,226.5,3003,0.016,coat protein,Structural-Envelope,Cucurbitaceae,ssRNA(+),Polerovirus
209,QAG21139.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,427,0.04154719011585536,3201.0,3106.13,363.76,59255,0.309,BPLF1,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus
210,YP_010085063.1,Tospoviridae,Tospoviridae-Peribunyaviridae,Tospoviridae,413,0.040184987161237154,1195.0,1000.17,315.37,14878,0.078,glycoprotein precursor,Glycoprotein,Solanum lycopersicum,ssRNA(+/-),Orthotospovirus
211,AQX34698.1,Reoviridae,Reoviridae,Sedoreoviridae,412,0.040087686950193,563.0,525.23,88.36,4938,0.026,NS1,Non-structural,Ovis aries,dsRNA,Orbivirus
212,QVW56497.1,Genomoviridae,Genomoviridae-Circoviridae,Genomoviridae,581,0.056531422616655655,388.0,304.2,21.19,623,0.003,capsid protein,Structural-Envelope,Pteropus tonganus,ssDNA,Gemycircularvirus
213,QOR29584.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,409,0.039795786317060516,2495.0,361.64,456.86,3639,0.019,capsid protein,Structural-Envelope,Apis mellifera,ssRNA(+),Triatovirus
214,YP_009513193.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,409,0.039795786317060516,673.0,296.43,165.62,1819,0.009,nucleoprotein,Structural-Envelope,Homo sapiens,ssRNA(-),Orthonairovirus
215,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,408,0.03969848610601636,1637.0,1223.75,551.35,19254,0.101,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus
216,AYA94517.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,407,0.039601185894972205,541.0,510.79,43.43,4543,0.024,L2 protein-capsid,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus
217,ATZ76094.1,Hypoviridae,Hypoviridae,Hypoviridae,406,0.03950388568392805,624.0,301.15,132.6,1215,0.006,ORFA,Other-Functions,Cryphonectria parasitica,ssRNA(+),Alphahypovirus
218,QSJ02959.1,Coronaviridae,Coronaviridae,Coronaviridae,405,0.03940658547288389,457.0,384.25,118.28,2494,0.013,nucleocapsid protein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus
219,BAW81815.1,Bromoviridae,Bromoviridae,Bromoviridae,402,0.03911468483975142,861.0,595.74,336.89,7093,0.037,2a protein- RNA-dependent RNA polymerase,Replication-Transcription,Capsicum annuum,ssRNA(+),Cucumovirus
220,ATE46284.1,Potyviridae,Potyviridae,Potyviridae,394,0.03833628315139816,3133.0,629.02,671.64,7083,0.037,polyprotein,Polyprotein,Saccharum officinarum,ssRNA(+),Poacevirus
221,YP_004089623.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,392,0.03814168272930984,421.0,374.07,70.95,1821,0.01,coat protein,Structural-Envelope,Pyrus communis,ssRNA(+),Foveavirus
222,YP_009513274.1,Filoviridae,Filoviridae,Filoviridae,386,0.037557881463044895,739.0,711.81,122.3,7888,0.041,nucleoprotein,Structural-Envelope,Homo sapiens,ssRNA(-),Orthoebolavirus
223,QJD34359.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,386,0.037557881463044895,470.0,458.33,29.23,2783,0.015,L2-late protein,Other-Functions,Homo sapiens,dsDNA,Alphapapillomavirus
224,YP_009666113.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,384,0.03736328104095658,4010.0,2483.1,1834.32,43020,0.225,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Orthonairovirus
225,CAC80000.1,Bromoviridae,Bromoviridae,Bromoviridae,383,0.03726598082991242,1009.0,775.28,334.2,9567,0.05,1a protein-helicase-replicase,Replication-Transcription,Capsicum annuum,ssRNA(+),Cucumovirus
226,QMP82847.1,Parvoviridae,Parvoviridae,Parvoviridae,381,0.03707138040782411,860.0,401.23,268.35,3483,0.018,NS1,Non-structural,Homo sapiens,ssDNA(+/-),Bocaparvovirus
227,ACE80203.1,Picornaviridae,Picornaviridae-Hepadnaviridae,Picornaviridae,380,0.036974080196779946,2252.0,967.25,958.05,13741,0.072,polyprotein,Polyprotein,Anatidae,ssRNA(+),Avihepatovirus
228,AFO11486.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,377,0.03668217956364748,1953.0,371.54,466.92,2949,0.015,polyprotein,Polyprotein,Saccharum,dsDNA-RT,Badnavirus
229,ARC95292.1,Picornaviridae,Picornaviridae,Picornaviridae,376,0.036584879352603315,2391.0,534.35,672.88,5271,0.028,VP1 protein,Polyprotein,Sus scrofa,ssRNA(+),Enterovirus
230,ABX25829.1,Retroviridae,Retroviridae,Retroviridae,372,0.036195678508426685,502.0,294.93,152.51,1444,0.008,gag protein,Structural-Envelope,Feliformia,ssRNA-RT,Lentivirus
231,QBN85124.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,370,0.036001078086338366,890.0,779.1,175.93,9307,0.049,helicase-primase helicase subunit,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus
232,AMB65767.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,370,0.036001078086338366,424.0,344.58,79.89,1269,0.007,thymidine kinase,Hypothetical,Homo sapiens,dsDNA,Simplexvirus
233,AWW11242.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,369,0.03590377787529421,3164.0,2861.39,735.45,47701,0.249,UL36- large tegument protein,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
234,YP_007906023.1,Adenoviridae,Adenoviridae,Adenoviridae,365,0.03551457703111758,612.0,410.96,180.85,2970,0.016,fiber,Structural-Envelope,Homo sapiens,dsDNA,Mastadenovirus
235,YP_010085229.1,Poxviridae,Poxviridae,Poxviridae,361,0.03512537618694095,709.0,334.27,225.61,2219,0.012,4b core protein,Structural-Envelope,Gallus gallus,dsDNA,Avipoxvirus
236,QJI53447.1,Iflaviridae,Iflaviridae-Totiviridae-Dicistroviridae,Iflaviridae,359,0.03493077576485264,3763.0,853.39,1133.07,11428,0.06,polyprotein,Polyprotein,Apis mellifera,ssRNA(+),Iflavirus
